utterance_id,alpha,beta,mask_id,kept_tokens,total_tokens,transcript,wav_path,annotator_1
732,0.7,0.3,1,2,6,What organization did the terrorists on 9/11 belong to?,outputs/alpha_search/auto_all/masked_wavs/utt00732_a0.7_m01.wav,
732,0.7,0.3,2,4,6,What organization did the terrorists on 9/11 belong to?,outputs/alpha_search/auto_all/masked_wavs/utt00732_a0.7_m02.wav,
732,0.8,0.1999999999999999,0,4,6,What organization did the terrorists on 9/11 belong to?,outputs/alpha_search/auto_all/masked_wavs/utt00732_a0.8_m00.wav,
732,0.8,0.1999999999999999,1,4,6,What organization did the terrorists on 9/11 belong to?,outputs/alpha_search/auto_all/masked_wavs/utt00732_a0.8_m01.wav,
732,0.8,0.1999999999999999,2,1,6,What organization did the terrorists on 9/11 belong to?,outputs/alpha_search/auto_all/masked_wavs/utt00732_a0.8_m02.wav,
732,0.9,0.0999999999999999,0,3,6,What organization did the terrorists on 9/11 belong to?,outputs/alpha_search/auto_all/masked_wavs/utt00732_a0.9_m00.wav,
732,0.9,0.0999999999999999,1,3,6,What organization did the terrorists on 9/11 belong to?,outputs/alpha_search/auto_all/masked_wavs/utt00732_a0.9_m01.wav,
732,0.9,0.0999999999999999,2,2,6,What organization did the terrorists on 9/11 belong to?,outputs/alpha_search/auto_all/masked_wavs/utt00732_a0.9_m02.wav,
766,0.5,0.5,0,6,9,How many seasons did The Big Bang Theory have?,outputs/alpha_search/auto_all/masked_wavs/utt00766_a0.5_m00.wav,
766,0.5,0.5,1,6,9,How many seasons did The Big Bang Theory have?,outputs/alpha_search/auto_all/masked_wavs/utt00766_a0.5_m01.wav,
766,0.5,0.5,2,4,9,How many seasons did The Big Bang Theory have?,outputs/alpha_search/auto_all/masked_wavs/utt00766_a0.5_m02.wav,
766,0.6,0.4,0,4,9,How many seasons did The Big Bang Theory have?,outputs/alpha_search/auto_all/masked_wavs/utt00766_a0.6_m00.wav,
766,0.6,0.4,1,4,9,How many seasons did The Big Bang Theory have?,outputs/alpha_search/auto_all/masked_wavs/utt00766_a0.6_m01.wav,
766,0.6,0.4,2,3,9,How many seasons did The Big Bang Theory have?,outputs/alpha_search/auto_all/masked_wavs/utt00766_a0.6_m02.wav,
766,0.7,0.3,0,2,9,How many seasons did The Big Bang Theory have?,outputs/alpha_search/auto_all/masked_wavs/utt00766_a0.7_m00.wav,
766,0.7,0.3,1,4,9,How many seasons did The Big Bang Theory have?,outputs/alpha_search/auto_all/masked_wavs/utt00766_a0.7_m01.wav,
766,0.7,0.3,2,5,9,How many seasons did The Big Bang Theory have?,outputs/alpha_search/auto_all/masked_wavs/utt00766_a0.7_m02.wav,
766,0.8,0.1999999999999999,0,5,9,How many seasons did The Big Bang Theory have?,outputs/alpha_search/auto_all/masked_wavs/utt00766_a0.8_m00.wav,
766,0.8,0.1999999999999999,1,5,9,How many seasons did The Big Bang Theory have?,outputs/alpha_search/auto_all/masked_wavs/utt00766_a0.8_m01.wav,
766,0.8,0.1999999999999999,2,6,9,How many seasons did The Big Bang Theory have?,outputs/alpha_search/auto_all/masked_wavs/utt00766_a0.8_m02.wav,
766,0.9,0.0999999999999999,0,5,9,How many seasons did The Big Bang Theory have?,outputs/alpha_search/auto_all/masked_wavs/utt00766_a0.9_m00.wav,
766,0.9,0.0999999999999999,1,4,9,How many seasons did The Big Bang Theory have?,outputs/alpha_search/auto_all/masked_wavs/utt00766_a0.9_m01.wav,
766,0.9,0.0999999999999999,2,4,9,How many seasons did The Big Bang Theory have?,outputs/alpha_search/auto_all/masked_wavs/utt00766_a0.9_m02.wav,
868,0.5,0.5,0,4,7,Does AI useful to predict day trading?,outputs/alpha_search/auto_all/masked_wavs/utt00868_a0.5_m00.wav,
868,0.5,0.5,1,5,7,Does AI useful to predict day trading?,outputs/alpha_search/auto_all/masked_wavs/utt00868_a0.5_m01.wav,
868,0.5,0.5,2,3,7,Does AI useful to predict day trading?,outputs/alpha_search/auto_all/masked_wavs/utt00868_a0.5_m02.wav,
868,0.6,0.4,0,5,7,Does AI useful to predict day trading?,outputs/alpha_search/auto_all/masked_wavs/utt00868_a0.6_m00.wav,
868,0.6,0.4,1,2,7,Does AI useful to predict day trading?,outputs/alpha_search/auto_all/masked_wavs/utt00868_a0.6_m01.wav,
868,0.6,0.4,2,2,7,Does AI useful to predict day trading?,outputs/alpha_search/auto_all/masked_wavs/utt00868_a0.6_m02.wav,
868,0.7,0.3,0,4,7,Does AI useful to predict day trading?,outputs/alpha_search/auto_all/masked_wavs/utt00868_a0.7_m00.wav,
868,0.7,0.3,1,4,7,Does AI useful to predict day trading?,outputs/alpha_search/auto_all/masked_wavs/utt00868_a0.7_m01.wav,
868,0.7,0.3,2,1,7,Does AI useful to predict day trading?,outputs/alpha_search/auto_all/masked_wavs/utt00868_a0.7_m02.wav,
868,0.8,0.1999999999999999,0,3,7,Does AI useful to predict day trading?,outputs/alpha_search/auto_all/masked_wavs/utt00868_a0.8_m00.wav,
868,0.8,0.1999999999999999,1,4,7,Does AI useful to predict day trading?,outputs/alpha_search/auto_all/masked_wavs/utt00868_a0.8_m01.wav,
868,0.8,0.1999999999999999,2,3,7,Does AI useful to predict day trading?,outputs/alpha_search/auto_all/masked_wavs/utt00868_a0.8_m02.wav,
868,0.9,0.0999999999999999,0,3,7,Does AI useful to predict day trading?,outputs/alpha_search/auto_all/masked_wavs/utt00868_a0.9_m00.wav,
868,0.9,0.0999999999999999,1,2,7,Does AI useful to predict day trading?,outputs/alpha_search/auto_all/masked_wavs/utt00868_a0.9_m01.wav,
868,0.9,0.0999999999999999,2,4,7,Does AI useful to predict day trading?,outputs/alpha_search/auto_all/masked_wavs/utt00868_a0.9_m02.wav,
927,0.5,0.5,0,15,25,"On the topic of the seven deadly sins, lust is commonly associated with sexual themes and topics, but what are some non-sexual examples of lust?",outputs/alpha_search/auto_all/masked_wavs/utt00927_a0.5_m00.wav,
927,0.5,0.5,1,9,25,"On the topic of the seven deadly sins, lust is commonly associated with sexual themes and topics, but what are some non-sexual examples of lust?",outputs/alpha_search/auto_all/masked_wavs/utt00927_a0.5_m01.wav,
927,0.5,0.5,2,16,25,"On the topic of the seven deadly sins, lust is commonly associated with sexual themes and topics, but what are some non-sexual examples of lust?",outputs/alpha_search/auto_all/masked_wavs/utt00927_a0.5_m02.wav,
927,0.6,0.4,0,12,25,"On the topic of the seven deadly sins, lust is commonly associated with sexual themes and topics, but what are some non-sexual examples of lust?",outputs/alpha_search/auto_all/masked_wavs/utt00927_a0.6_m00.wav,
927,0.6,0.4,1,10,25,"On the topic of the seven deadly sins, lust is commonly associated with sexual themes and topics, but what are some non-sexual examples of lust?",outputs/alpha_search/auto_all/masked_wavs/utt00927_a0.6_m01.wav,
927,0.6,0.4,2,11,25,"On the topic of the seven deadly sins, lust is commonly associated with sexual themes and topics, but what are some non-sexual examples of lust?",outputs/alpha_search/auto_all/masked_wavs/utt00927_a0.6_m02.wav,
927,0.7,0.3,0,19,25,"On the topic of the seven deadly sins, lust is commonly associated with sexual themes and topics, but what are some non-sexual examples of lust?",outputs/alpha_search/auto_all/masked_wavs/utt00927_a0.7_m00.wav,
927,0.7,0.3,1,18,25,"On the topic of the seven deadly sins, lust is commonly associated with sexual themes and topics, but what are some non-sexual examples of lust?",outputs/alpha_search/auto_all/masked_wavs/utt00927_a0.7_m01.wav,
927,0.7,0.3,2,12,25,"On the topic of the seven deadly sins, lust is commonly associated with sexual themes and topics, but what are some non-sexual examples of lust?",outputs/alpha_search/auto_all/masked_wavs/utt00927_a0.7_m02.wav,
927,0.8,0.1999999999999999,0,12,25,"On the topic of the seven deadly sins, lust is commonly associated with sexual themes and topics, but what are some non-sexual examples of lust?",outputs/alpha_search/auto_all/masked_wavs/utt00927_a0.8_m00.wav,
927,0.8,0.1999999999999999,1,13,25,"On the topic of the seven deadly sins, lust is commonly associated with sexual themes and topics, but what are some non-sexual examples of lust?",outputs/alpha_search/auto_all/masked_wavs/utt00927_a0.8_m01.wav,
927,0.8,0.1999999999999999,2,14,25,"On the topic of the seven deadly sins, lust is commonly associated with sexual themes and topics, but what are some non-sexual examples of lust?",outputs/alpha_search/auto_all/masked_wavs/utt00927_a0.8_m02.wav,
927,0.9,0.0999999999999999,0,7,25,"On the topic of the seven deadly sins, lust is commonly associated with sexual themes and topics, but what are some non-sexual examples of lust?",outputs/alpha_search/auto_all/masked_wavs/utt00927_a0.9_m00.wav,
927,0.9,0.0999999999999999,1,12,25,"On the topic of the seven deadly sins, lust is commonly associated with sexual themes and topics, but what are some non-sexual examples of lust?",outputs/alpha_search/auto_all/masked_wavs/utt00927_a0.9_m01.wav,
927,0.9,0.0999999999999999,2,11,25,"On the topic of the seven deadly sins, lust is commonly associated with sexual themes and topics, but what are some non-sexual examples of lust?",outputs/alpha_search/auto_all/masked_wavs/utt00927_a0.9_m02.wav,
968,0.5,0.5,0,5,10,What are political ideologies of the Russian Party of Life?,outputs/alpha_search/auto_all/masked_wavs/utt00968_a0.5_m00.wav,
968,0.5,0.5,1,4,10,What are political ideologies of the Russian Party of Life?,outputs/alpha_search/auto_all/masked_wavs/utt00968_a0.5_m01.wav,
968,0.5,0.5,2,5,10,What are political ideologies of the Russian Party of Life?,outputs/alpha_search/auto_all/masked_wavs/utt00968_a0.5_m02.wav,
968,0.6,0.4,0,8,10,What are political ideologies of the Russian Party of Life?,outputs/alpha_search/auto_all/masked_wavs/utt00968_a0.6_m00.wav,
968,0.6,0.4,1,6,10,What are political ideologies of the Russian Party of Life?,outputs/alpha_search/auto_all/masked_wavs/utt00968_a0.6_m01.wav,
968,0.6,0.4,2,5,10,What are political ideologies of the Russian Party of Life?,outputs/alpha_search/auto_all/masked_wavs/utt00968_a0.6_m02.wav,
968,0.7,0.3,0,7,10,What are political ideologies of the Russian Party of Life?,outputs/alpha_search/auto_all/masked_wavs/utt00968_a0.7_m00.wav,
968,0.7,0.3,1,4,10,What are political ideologies of the Russian Party of Life?,outputs/alpha_search/auto_all/masked_wavs/utt00968_a0.7_m01.wav,
968,0.7,0.3,2,5,10,What are political ideologies of the Russian Party of Life?,outputs/alpha_search/auto_all/masked_wavs/utt00968_a0.7_m02.wav,
968,0.8,0.1999999999999999,0,4,10,What are political ideologies of the Russian Party of Life?,outputs/alpha_search/auto_all/masked_wavs/utt00968_a0.8_m00.wav,
968,0.8,0.1999999999999999,1,4,10,What are political ideologies of the Russian Party of Life?,outputs/alpha_search/auto_all/masked_wavs/utt00968_a0.8_m01.wav,
968,0.8,0.1999999999999999,2,6,10,What are political ideologies of the Russian Party of Life?,outputs/alpha_search/auto_all/masked_wavs/utt00968_a0.8_m02.wav,
968,0.9,0.0999999999999999,0,5,10,What are political ideologies of the Russian Party of Life?,outputs/alpha_search/auto_all/masked_wavs/utt00968_a0.9_m00.wav,
968,0.9,0.0999999999999999,1,6,10,What are political ideologies of the Russian Party of Life?,outputs/alpha_search/auto_all/masked_wavs/utt00968_a0.9_m01.wav,
968,0.9,0.0999999999999999,2,4,10,What are political ideologies of the Russian Party of Life?,outputs/alpha_search/auto_all/masked_wavs/utt00968_a0.9_m02.wav,
1136,0.5,0.5,0,12,16,"Describe in detail what a monolithic architecture is in programming, also describe its pros and cons.",outputs/alpha_search/auto_all/masked_wavs/utt01136_a0.5_m00.wav,
1136,0.5,0.5,1,8,16,"Describe in detail what a monolithic architecture is in programming, also describe its pros and cons.",outputs/alpha_search/auto_all/masked_wavs/utt01136_a0.5_m01.wav,
1136,0.5,0.5,2,6,16,"Describe in detail what a monolithic architecture is in programming, also describe its pros and cons.",outputs/alpha_search/auto_all/masked_wavs/utt01136_a0.5_m02.wav,
1136,0.6,0.4,0,6,16,"Describe in detail what a monolithic architecture is in programming, also describe its pros and cons.",outputs/alpha_search/auto_all/masked_wavs/utt01136_a0.6_m00.wav,
1136,0.6,0.4,1,10,16,"Describe in detail what a monolithic architecture is in programming, also describe its pros and cons.",outputs/alpha_search/auto_all/masked_wavs/utt01136_a0.6_m01.wav,
1136,0.6,0.4,2,7,16,"Describe in detail what a monolithic architecture is in programming, also describe its pros and cons.",outputs/alpha_search/auto_all/masked_wavs/utt01136_a0.6_m02.wav,
1136,0.7,0.3,0,7,16,"Describe in detail what a monolithic architecture is in programming, also describe its pros and cons.",outputs/alpha_search/auto_all/masked_wavs/utt01136_a0.7_m00.wav,
1136,0.7,0.3,1,10,16,"Describe in detail what a monolithic architecture is in programming, also describe its pros and cons.",outputs/alpha_search/auto_all/masked_wavs/utt01136_a0.7_m01.wav,
1136,0.7,0.3,2,7,16,"Describe in detail what a monolithic architecture is in programming, also describe its pros and cons.",outputs/alpha_search/auto_all/masked_wavs/utt01136_a0.7_m02.wav,
1136,0.8,0.1999999999999999,0,9,16,"Describe in detail what a monolithic architecture is in programming, also describe its pros and cons.",outputs/alpha_search/auto_all/masked_wavs/utt01136_a0.8_m00.wav,
1136,0.8,0.1999999999999999,1,9,16,"Describe in detail what a monolithic architecture is in programming, also describe its pros and cons.",outputs/alpha_search/auto_all/masked_wavs/utt01136_a0.8_m01.wav,
1136,0.8,0.1999999999999999,2,9,16,"Describe in detail what a monolithic architecture is in programming, also describe its pros and cons.",outputs/alpha_search/auto_all/masked_wavs/utt01136_a0.8_m02.wav,
1136,0.9,0.0999999999999999,0,10,16,"Describe in detail what a monolithic architecture is in programming, also describe its pros and cons.",outputs/alpha_search/auto_all/masked_wavs/utt01136_a0.9_m00.wav,
1136,0.9,0.0999999999999999,1,6,16,"Describe in detail what a monolithic architecture is in programming, also describe its pros and cons.",outputs/alpha_search/auto_all/masked_wavs/utt01136_a0.9_m01.wav,
1136,0.9,0.0999999999999999,2,8,16,"Describe in detail what a monolithic architecture is in programming, also describe its pros and cons.",outputs/alpha_search/auto_all/masked_wavs/utt01136_a0.9_m02.wav,
1166,0.5,0.5,0,6,15,Give some ideas to increase the sales and adaptation of renewable energy in Sri Lanka.,outputs/alpha_search/auto_all/masked_wavs/utt01166_a0.5_m00.wav,
1166,0.5,0.5,1,7,15,Give some ideas to increase the sales and adaptation of renewable energy in Sri Lanka.,outputs/alpha_search/auto_all/masked_wavs/utt01166_a0.5_m01.wav,
1166,0.5,0.5,2,7,15,Give some ideas to increase the sales and adaptation of renewable energy in Sri Lanka.,outputs/alpha_search/auto_all/masked_wavs/utt01166_a0.5_m02.wav,
1166,0.6,0.4,0,6,15,Give some ideas to increase the sales and adaptation of renewable energy in Sri Lanka.,outputs/alpha_search/auto_all/masked_wavs/utt01166_a0.6_m00.wav,
1166,0.6,0.4,1,6,15,Give some ideas to increase the sales and adaptation of renewable energy in Sri Lanka.,outputs/alpha_search/auto_all/masked_wavs/utt01166_a0.6_m01.wav,
1166,0.6,0.4,2,5,15,Give some ideas to increase the sales and adaptation of renewable energy in Sri Lanka.,outputs/alpha_search/auto_all/masked_wavs/utt01166_a0.6_m02.wav,
1166,0.7,0.3,0,5,15,Give some ideas to increase the sales and adaptation of renewable energy in Sri Lanka.,outputs/alpha_search/auto_all/masked_wavs/utt01166_a0.7_m00.wav,
1166,0.7,0.3,1,7,15,Give some ideas to increase the sales and adaptation of renewable energy in Sri Lanka.,outputs/alpha_search/auto_all/masked_wavs/utt01166_a0.7_m01.wav,
1166,0.7,0.3,2,5,15,Give some ideas to increase the sales and adaptation of renewable energy in Sri Lanka.,outputs/alpha_search/auto_all/masked_wavs/utt01166_a0.7_m02.wav,
1166,0.8,0.1999999999999999,0,11,15,Give some ideas to increase the sales and adaptation of renewable energy in Sri Lanka.,outputs/alpha_search/auto_all/masked_wavs/utt01166_a0.8_m00.wav,
1166,0.8,0.1999999999999999,1,10,15,Give some ideas to increase the sales and adaptation of renewable energy in Sri Lanka.,outputs/alpha_search/auto_all/masked_wavs/utt01166_a0.8_m01.wav,
1166,0.8,0.1999999999999999,2,7,15,Give some ideas to increase the sales and adaptation of renewable energy in Sri Lanka.,outputs/alpha_search/auto_all/masked_wavs/utt01166_a0.8_m02.wav,
1166,0.9,0.0999999999999999,0,7,15,Give some ideas to increase the sales and adaptation of renewable energy in Sri Lanka.,outputs/alpha_search/auto_all/masked_wavs/utt01166_a0.9_m00.wav,
1166,0.9,0.0999999999999999,1,7,15,Give some ideas to increase the sales and adaptation of renewable energy in Sri Lanka.,outputs/alpha_search/auto_all/masked_wavs/utt01166_a0.9_m01.wav,
1166,0.9,0.0999999999999999,2,11,15,Give some ideas to increase the sales and adaptation of renewable energy in Sri Lanka.,outputs/alpha_search/auto_all/masked_wavs/utt01166_a0.9_m02.wav,
1205,0.5,0.5,0,4,10,What specs would an ahead-of-its-time graphing calculator have in detail?,outputs/alpha_search/auto_all/masked_wavs/utt01205_a0.5_m00.wav,
1205,0.5,0.5,1,6,10,What specs would an ahead-of-its-time graphing calculator have in detail?,outputs/alpha_search/auto_all/masked_wavs/utt01205_a0.5_m01.wav,
1205,0.5,0.5,2,6,10,What specs would an ahead-of-its-time graphing calculator have in detail?,outputs/alpha_search/auto_all/masked_wavs/utt01205_a0.5_m02.wav,
1205,0.6,0.4,0,6,10,What specs would an ahead-of-its-time graphing calculator have in detail?,outputs/alpha_search/auto_all/masked_wavs/utt01205_a0.6_m00.wav,
1205,0.6,0.4,1,8,10,What specs would an ahead-of-its-time graphing calculator have in detail?,outputs/alpha_search/auto_all/masked_wavs/utt01205_a0.6_m01.wav,
1205,0.6,0.4,2,2,10,What specs would an ahead-of-its-time graphing calculator have in detail?,outputs/alpha_search/auto_all/masked_wavs/utt01205_a0.6_m02.wav,
1205,0.7,0.3,0,5,10,What specs would an ahead-of-its-time graphing calculator have in detail?,outputs/alpha_search/auto_all/masked_wavs/utt01205_a0.7_m00.wav,
1205,0.7,0.3,1,4,10,What specs would an ahead-of-its-time graphing calculator have in detail?,outputs/alpha_search/auto_all/masked_wavs/utt01205_a0.7_m01.wav,
1205,0.7,0.3,2,4,10,What specs would an ahead-of-its-time graphing calculator have in detail?,outputs/alpha_search/auto_all/masked_wavs/utt01205_a0.7_m02.wav,
1205,0.8,0.1999999999999999,0,5,10,What specs would an ahead-of-its-time graphing calculator have in detail?,outputs/alpha_search/auto_all/masked_wavs/utt01205_a0.8_m00.wav,
1205,0.8,0.1999999999999999,1,5,10,What specs would an ahead-of-its-time graphing calculator have in detail?,outputs/alpha_search/auto_all/masked_wavs/utt01205_a0.8_m01.wav,
1205,0.8,0.1999999999999999,2,3,10,What specs would an ahead-of-its-time graphing calculator have in detail?,outputs/alpha_search/auto_all/masked_wavs/utt01205_a0.8_m02.wav,
1205,0.9,0.0999999999999999,0,8,10,What specs would an ahead-of-its-time graphing calculator have in detail?,outputs/alpha_search/auto_all/masked_wavs/utt01205_a0.9_m00.wav,
1205,0.9,0.0999999999999999,1,7,10,What specs would an ahead-of-its-time graphing calculator have in detail?,outputs/alpha_search/auto_all/masked_wavs/utt01205_a0.9_m01.wav,
1205,0.9,0.0999999999999999,2,6,10,What specs would an ahead-of-its-time graphing calculator have in detail?,outputs/alpha_search/auto_all/masked_wavs/utt01205_a0.9_m02.wav,
