sample_id,transcript,audio_column,duration_sec,n_words,n_raw_boundaries,n_refined_boundaries,raw_mean_flux,refined_mean_flux,raw_median_flux,refined_median_flux,percent_reduction,refined_boundary_rate,runtime_sec
67,What does a transistor do?,audio__female,2.112,5,10,10,11.479187709023243,10.059467441543116,2.3709514141082764,0.0060292650014162,12.36777639208875,0.8,0.4180097480002587
68,What is steam reformation?,audio__female,1.872,4,8,8,13.33622821107565,12.830873966813089,13.05514669418335,7.548576712608337,3.78933410754676,0.25,0.2426107859992043
69,What's the meaning of NBC?,audio__female,2.232,5,10,10,12.6324542067945,6.127773514970613,8.990027666091919,0.7235092222690582,51.49182087139707,0.6,0.4223067449993323
70,When was Canada colonized?,audio__female,1.968,4,8,8,8.453062735941785,7.851853523125015,5.172110199928284,0.0736057236790657,7.112324036830736,0.25,0.4169363569999404
71,When were the Gallic Wars?,audio__female,1.944,5,10,10,19.89538216292858,7.220804090704769,5.574647426605225,0.3783859610557556,63.70613023880777,0.2,0.2639211550003892
72,Where is Adelaide located?,audio__female,2.016,4,8,8,19.95953113345968,6.958662963191728,8.628722965717316,0.3368859943002462,65.13614013945251,0.25,0.4218418169994038
73,Who is Taiwan's president?,audio__female,2.088,4,8,8,7.959764051483944,5.718133257236332,2.5999691486358643,0.1003591865301132,28.162025654889906,0.25,0.4195440610001242
74,Why is it called Scotland?,audio__female,2.064,5,10,10,20.17306425571441,17.368862387479748,7.060984611511231,5.728962242603302,13.900723423514217,0.2,0.4212178500001755
75,How did Joseph Stalin died?,audio__female,2.304,5,10,10,8.977463069487294,6.7893858757708,8.67104721069336,0.0833508465439081,24.373001334345293,0.4,0.4384770690003279
76,How to become self-reliant?,audio__female,2.256,4,8,8,14.185513421074576,9.093929455558031,13.219396591186523,1.3350442051887512,35.89284232710448,0.5,0.4304455860001326
77,How to manage partnerships?,audio__female,1.92,4,8,8,15.10739803314209,8.582506752456538,7.865917444229126,0.0778067484498024,43.19004018012546,0.25,0.2512017179997201
78,List of natural topologies.,audio__female,2.16,4,8,8,15.735722361132504,7.492883267113939,5.581424951553345,2.690109431743622,52.38297235326491,0.25,0.4306702590001805
79,What is Front Arena by FIS?,audio__female,2.376,6,12,12,11.475465817997852,4.25168241692154,5.2209343910217285,0.4502462595701217,62.949805399156,0.5,0.4677106529998127
80,What is Kevlar made out of?,audio__female,2.136,6,12,12,18.55443011304669,12.981521054219712,4.341639041900635,1.017887545749545,30.035463363050667,0.5,0.4885737849999714
81,What is an organophosphate?,audio__female,2.04,4,8,8,14.136550603900105,7.681833816376638,7.8016369342803955,1.2558688344433904,45.65977209279531,0.5,0.4598638260004009
82,What years did Zhu Xi live?,audio__female,2.4,6,12,12,9.136430308600666,4.993868622759795,6.3641438484191895,1.7165880799293518,45.3411403132056,0.1666666666666666,0.4389446129998759
83,When was Wrestle Kingdom 9?,audio__female,2.28,4,8,8,11.017455630004406,2.031445222144725,5.9668049812316895,0.6470704972743988,81.56157564535694,0.0,0.4586723089996667
84,When were the 76ers formed?,audio__female,2.472,3,6,6,19.46264321357012,17.962292761648616,3.261983036994934,0.4395047128200531,7.708873021293423,0.3333333333333333,0.5231260390000898
85,Who is Jormungand's mother?,audio__female,1.92,4,8,8,22.416457774561422,36.88298401130166,6.076678037643433,1.712257444858551,-64.53529091093553,0.25,0.2730171530001826
86,Why Pascal lost popularity?,audio__female,2.376,4,8,8,18.88837069272995,3.1665714315822697,14.295843601226808,1.0931190252304075,83.23533838309797,0.0,0.4777718710001863
87,Why do I feel light-headed?,audio__female,1.992,5,10,10,22.31287812017836,8.950951184082077,17.831172943115234,5.311331748962402,59.88437199418302,0.2,0.4194714650002424
88,What is social intelligence?,audio__female,1.992,4,8,8,9.567918004933745,10.115848903082224,6.353740692138672,5.101087331771851,-5.7267516074650295,0.25,0.4100966699998025
89,What is the biggest diamond?,audio__female,2.016,5,10,10,29.390443397685885,2.8281437077559533,14.382862091064451,0.3493295852094888,90.3773356887204,0.8,0.4106835239999782
90,When did the Vandal War end?,audio__female,2.04,6,12,12,17.46799605479464,10.958036300575657,8.268046140670776,1.2324813306331637,37.267925489553335,0.3333333333333333,0.4091944699994201
91,When was Activision founded?,audio__female,1.992,4,8,8,12.423827407269982,1.4276833631772234,4.111309468746185,0.1008684448897838,88.50850614407446,0.25,0.4089393799995378
92,When was Hagia Sophia built?,audio__female,2.232,5,10,10,16.81354113891721,10.760100539569976,16.123197555541992,2.474593222141266,36.00336508134939,0.0,0.4416415579999011
93,When was Tylenol introduced?,audio__female,2.112,4,8,8,8.28272390080383,5.911117180839938,4.895251035690308,3.340616524219513,28.6331736801432,0.0,0.4074345270000776
94,When were Roth IRAs created?,audio__female,2.256,5,10,10,16.070938631612808,4.521916088317243,6.182810187339783,0.4442237615585327,71.86277546090383,0.0,0.4208963279997988
95,Who invented fantasy sports?,audio__female,2.376,4,8,8,11.112648844718931,2.223603306891164,10.881603240966797,0.8111487925052643,79.99033949544904,0.0,0.4219250559999636
96,How can I fix a leaking roof?,audio__female,2.208,7,14,14,15.018666227840836,12.499321242949431,11.469979763031006,10.40977382659912,16.774758468372987,0.1428571428571428,0.4104588939999303
97,How do I grow a tomato plant?,audio__female,2.4,7,14,14,15.971322853650364,11.954664994064451,13.30057954788208,1.46182082593441,25.149187054770948,0.2857142857142857,0.5124665389994334
98,How do I grow as a performer?,audio__female,2.088,7,14,14,17.94582532491352,12.386977900945206,10.115803718566896,2.0300068855285645,30.9757134226152,0.5714285714285714,0.4861321589996805
99,How is Alzheimer's diagnosed?,audio__female,2.28,4,8,8,30.264987585219387,3.2620747937486527,8.860516548156738,0.5652127265930176,89.2216219003448,0.0,0.4580128379993766
