sample_id,dataset_config,boundary_idx,transcript,audio_column,raw_time_sec,refined_time_sec,raw_flux,refined_flux,delta_time_ms
146,single_sentence_500,9,ALL HAIL SAID THE GIRL,audio__original,2.26876,2.34875,8.70689582824707,1.327040672302246,79.99000000000001
147,single_sentence_500,0,AND MUST I SAY FINALLY,audio__original,0.343617,0.263562,37.53591537475586,0.011036816984415054,-80.05499999999999
147,single_sentence_500,1,AND MUST I SAY FINALLY,audio__original,0.424468,0.434574,14.082725524902344,13.424768447875977,10.106000000000003
147,single_sentence_500,2,AND MUST I SAY FINALLY,audio__original,0.525532,0.505319,20.759267807006836,95.54803466796875,-20.213000000000036
147,single_sentence_500,3,AND MUST I SAY FINALLY,audio__original,0.667021,0.667021,0.04610612243413925,0.04610612243413925,0.0
147,single_sentence_500,4,AND MUST I SAY FINALLY,audio__original,0.72766,0.72766,22.944570541381836,22.944570541381836,0.0
147,single_sentence_500,5,AND MUST I SAY FINALLY,audio__original,0.747872,0.788298,3.0025362968444824,12.67894172668457,40.42600000000007
147,single_sentence_500,6,AND MUST I SAY FINALLY,audio__original,0.909574,0.909574,15.7877779006958,15.7877779006958,0.0
147,single_sentence_500,7,AND MUST I SAY FINALLY,audio__original,1.071277,1.152128,45.89801788330078,3.0132055282592773,80.851
147,single_sentence_500,8,AND MUST I SAY FINALLY,audio__original,1.435106,1.305438,4.982301235198975,0.015137048438191414,-129.6679999999999
147,single_sentence_500,9,AND MUST I SAY FINALLY,audio__original,1.819149,1.803125,0.09462331235408783,0.029169326648116112,-16.023999999999816
148,single_sentence_500,0,AY I'M ONE SURE ENOUGH,audio__original,0.523223,0.603187,3.32094407081604,6.192788124084473,79.96400000000004
148,single_sentence_500,1,AY I'M ONE SURE ENOUGH,audio__original,0.583595,0.684215,4.704550266265869,0.48994147777557373,100.62000000000005
148,single_sentence_500,2,AY I'M ONE SURE ENOUGH,audio__original,1.187314,0.764711,25.570388793945312,0.0035857942420989275,-422.60299999999995
148,single_sentence_500,3,AY I'M ONE SURE ENOUGH,audio__original,1.308058,1.308058,0.011053809896111488,0.011053809896111488,0.0
148,single_sentence_500,4,AY I'M ONE SURE ENOUGH,audio__original,1.36843,1.348306,0.6330177187919617,1.0209200382232666,-20.12400000000003
148,single_sentence_500,5,AY I'M ONE SURE ENOUGH,audio__original,1.489174,1.489174,12.141008377075195,12.141008377075195,0.0
148,single_sentence_500,6,AY I'M ONE SURE ENOUGH,audio__original,1.609917,1.609917,39.033416748046875,39.033416748046875,0.0
148,single_sentence_500,7,AY I'M ONE SURE ENOUGH,audio__original,1.770909,1.770909,0.5810401439666748,0.5810401439666748,0.0
148,single_sentence_500,8,AY I'M ONE SURE ENOUGH,audio__original,1.831281,1.823187,0.03983980044722557,0.17859044671058655,-8.094000000000046
148,single_sentence_500,9,AY I'M ONE SURE ENOUGH,audio__original,2.213636,2.241625,0.00539677869528532,0.0007367678335867822,27.98899999999982
149,single_sentence_500,0,BROAD DAYLIGHT THAT IS,audio__original,0.522989,0.474938,67.30359649658203,0.2805553674697876,-48.05100000000001
149,single_sentence_500,1,BROAD DAYLIGHT THAT IS,audio__original,0.724138,0.734195,7.231846332550049,0.9461551308631897,10.057000000000095
149,single_sentence_500,2,BROAD DAYLIGHT THAT IS,audio__original,0.804598,0.784483,84.78974151611328,26.053274154663086,-20.114999999999995
149,single_sentence_500,3,BROAD DAYLIGHT THAT IS,audio__original,1.166667,1.178688,0.7372344732284546,0.06337250024080276,12.02100000000006
149,single_sentence_500,4,BROAD DAYLIGHT THAT IS,audio__original,1.267241,1.227011,55.30231475830078,48.360023498535156,-40.22999999999999
149,single_sentence_500,5,BROAD DAYLIGHT THAT IS,audio__original,1.367816,1.62931,48.12141036987305,2.987395763397217,261.49400000000014
149,single_sentence_500,6,BROAD DAYLIGHT THAT IS,audio__original,1.689655,1.689655,1.2687444686889648,1.2687444686889648,0.0
149,single_sentence_500,7,BROAD DAYLIGHT THAT IS,audio__original,1.729885,1.749875,0.9242913126945496,0.3349587023258209,19.990000000000173
150,single_sentence_500,0,BUT HE DID NOT TELL ME,audio__original,0.563111,0.483063,0.09602559357881546,0.026719966903328896,-80.048
150,single_sentence_500,1,BUT HE DID NOT TELL ME,audio__original,0.643556,0.659563,10.18890380859375,9.62434196472168,16.006999999999994
150,single_sentence_500,2,BUT HE DID NOT TELL ME,audio__original,0.703889,0.693833,30.253530502319336,25.961376190185547,-10.055999999999955
150,single_sentence_500,3,BUT HE DID NOT TELL ME,audio__original,0.744111,0.764222,2.369572162628174,1.9767595529556274,20.11099999999999
150,single_sentence_500,4,BUT HE DID NOT TELL ME,audio__original,0.824556,0.804444,64.29531860351562,4.142654895782471,-20.11199999999991
150,single_sentence_500,5,BUT HE DID NOT TELL ME,audio__original,0.945222,0.945222,1.5058422088623047,1.5058422088623047,0.0
150,single_sentence_500,6,BUT HE DID NOT TELL ME,audio__original,1.005556,0.985444,15.984787940979004,25.28838348388672,-20.11199999999991
150,single_sentence_500,7,BUT HE DID NOT TELL ME,audio__original,1.146333,1.146333,0.1907203048467636,0.1907203048467636,0.0
150,single_sentence_500,8,BUT HE DID NOT TELL ME,audio__original,1.246889,1.186556,1.2101753950119019,0.12110364437103271,-60.33299999999997
150,single_sentence_500,9,BUT HE DID NOT TELL ME,audio__original,1.407778,1.417833,6.236727237701416,39.99591827392578,10.054999999999925
150,single_sentence_500,10,BUT HE DID NOT TELL ME,audio__original,1.468111,1.468111,5.984250545501709,5.984250545501709,0.0
150,single_sentence_500,11,BUT HE DID NOT TELL ME,audio__original,1.528444,1.608437,16.974748611450195,6.667755603790283,79.99299999999998
151,single_sentence_500,0,BUT WHERE IS THAT PONY,audio__original,0.320702,0.240687,142.61659240722656,0.5002907514572144,-80.01499999999997
151,single_sentence_500,1,BUT WHERE IS THAT PONY,audio__original,0.461009,0.501096,0.07600608468055725,2.2762011212762445e-05,40.08699999999998
151,single_sentence_500,2,BUT WHERE IS THAT PONY,audio__original,0.982149,0.52114,3.3783533573150635,0.00012703838001471013,-461.009
151,single_sentence_500,3,BUT WHERE IS THAT PONY,audio__original,1.1425,1.1425,13.782172203063965,13.782172203063965,0.0
151,single_sentence_500,4,BUT WHERE IS THAT PONY,audio__original,1.202632,1.202632,57.098854064941406,57.098854064941406,0.0
151,single_sentence_500,5,BUT WHERE IS THAT PONY,audio__original,1.262763,1.282807,12.600674629211426,7.872145652770996,20.04399999999995
151,single_sentence_500,6,BUT WHERE IS THAT PONY,audio__original,1.342939,1.322895,46.20024108886719,22.431005477905273,-20.044000000000175
151,single_sentence_500,7,BUT WHERE IS THAT PONY,audio__original,1.463202,1.463202,0.0025752014480531216,0.0025752014480531216,0.0
151,single_sentence_500,8,BUT WHERE IS THAT PONY,audio__original,1.603509,1.523333,23.271493911743164,2.953857660293579,-80.17600000000003
151,single_sentence_500,9,BUT WHERE IS THAT PONY,audio__original,1.844035,1.924,138.47413635253906,0.20761005580425262,79.96499999999985
152,single_sentence_500,0,END IN I AND FIVE IN T,audio__original,0.6231,0.543063,217.6473388671875,1.010359287261963,-80.03700000000002
152,single_sentence_500,1,END IN I AND FIVE IN T,audio__original,0.7638,0.77385,66.20729064941406,375.19696044921875,10.050000000000004
152,single_sentence_500,2,END IN I AND FIVE IN T,audio__original,0.8442,0.83415,149.01124572753906,255.50099182128906,-10.050000000000004
152,single_sentence_500,3,END IN I AND FIVE IN T,audio__original,0.9045,0.9246,34.637107849121094,15.303573608398438,20.10000000000001
152,single_sentence_500,4,END IN I AND FIVE IN T,audio__original,1.1859,0.9849,104.45181274414062,0.02359163388609886,-200.99999999999994
152,single_sentence_500,5,END IN I AND FIVE IN T,audio__original,1.206,1.4271,147.69041442871094,10.905835151672363,221.10000000000008
152,single_sentence_500,6,END IN I AND FIVE IN T,audio__original,2.2512,1.9095,326.3601379394531,0.05671770125627518,-341.6999999999999
152,single_sentence_500,7,END IN I AND FIVE IN T,audio__original,2.3517,2.3919,209.11605834960938,2.5841166973114014,40.20000000000002
152,single_sentence_500,8,END IN I AND FIVE IN T,audio__original,2.5728,2.440125,179.3505859375,7.129280090332031,-132.67499999999987
152,single_sentence_500,9,END IN I AND FIVE IN T,audio__original,2.9145,2.92455,7.232639789581299,2.967651128768921,10.050000000000114
152,single_sentence_500,10,END IN I AND FIVE IN T,audio__original,3.1155,3.015,457.4598388671875,0.30651599168777466,-100.49999999999982
152,single_sentence_500,11,END IN I AND FIVE IN T,audio__original,3.216,3.4974,146.28079223632812,25.1361083984375,281.39999999999964
152,single_sentence_500,12,END IN I AND FIVE IN T,audio__original,3.8592,3.8592,0.15530012547969818,0.15530012547969818,0.0
152,single_sentence_500,13,END IN I AND FIVE IN T,audio__original,3.8793,3.8793,0.16858544945716858,0.16858544945716858,0.0
153,single_sentence_500,0,GAVE HIM UP AS A SLAVE,audio__original,0.323265,0.24325,63.54807662963867,1.3590104579925537,-80.01500000000003
153,single_sentence_500,1,GAVE HIM UP AS A SLAVE,audio__original,0.525306,0.54551,2.7933125495910645,25.130523681640625,20.204
153,single_sentence_500,2,GAVE HIM UP AS A SLAVE,audio__original,0.626327,0.606122,82.40357971191406,80.1354751586914,-20.204999999999917
153,single_sentence_500,3,GAVE HIM UP AS A SLAVE,audio__original,0.707143,0.727347,1.34898042678833,2.5180106163024902,20.204
153,single_sentence_500,4,GAVE HIM UP AS A SLAVE,audio__original,0.848571,0.848571,156.4994659423828,156.4994659423828,0.0
153,single_sentence_500,5,GAVE HIM UP AS A SLAVE,audio__original,0.929388,0.969796,1.302406907081604,3.77645206451416,40.408
153,single_sentence_500,6,GAVE HIM UP AS A SLAVE,audio__original,1.131429,1.030408,143.67465209960938,0.2157505452632904,-101.02100000000003
153,single_sentence_500,7,GAVE HIM UP AS A SLAVE,audio__original,1.212245,1.212245,63.147247314453125,63.147247314453125,0.0
153,single_sentence_500,8,GAVE HIM UP AS A SLAVE,audio__original,1.293061,1.293061,54.50408935546875,54.50408935546875,0.0
153,single_sentence_500,9,GAVE HIM UP AS A SLAVE,audio__original,1.313265,1.313265,68.49905395507812,68.49905395507812,0.0
153,single_sentence_500,10,GAVE HIM UP AS A SLAVE,audio__original,1.414286,1.414286,69.86127471923828,69.86127471923828,0.0
153,single_sentence_500,11,GAVE HIM UP AS A SLAVE,audio__original,1.939592,1.979562,0.3128312826156616,0.31476685404777527,39.97000000000006
154,single_sentence_500,0,HAM TO BE OR NOT TO BE,audio__original,0.242243,0.162188,125.15393829345703,0.02639053389430046,-80.05500000000002
154,single_sentence_500,1,HAM TO BE OR NOT TO BE,audio__original,0.363364,0.423925,14.748730659484863,24.560741424560547,60.56099999999998
154,single_sentence_500,2,HAM TO BE OR NOT TO BE,audio__original,0.78729,0.692688,5.609813690185547,0.01286292728036642,-94.60200000000007
154,single_sentence_500,3,HAM TO BE OR NOT TO BE,audio__original,0.827664,0.827664,3.3073489665985107,3.3073489665985107,0.0
154,single_sentence_500,4,HAM TO BE OR NOT TO BE,audio__original,0.968972,0.928598,5.146445274353027,20.645370483398438,-40.374000000000024
154,single_sentence_500,5,HAM TO BE OR NOT TO BE,audio__original,1.009346,1.170841,0.6395402550697327,10.852583885192871,161.49499999999995
154,single_sentence_500,6,HAM TO BE OR NOT TO BE,audio__original,1.291963,1.21925,40.19953918457031,0.021361764520406723,-72.71300000000002
154,single_sentence_500,7,HAM TO BE OR NOT TO BE,audio__original,1.352523,1.362617,6.8436598777771,9.730040550231934,10.094000000000047
154,single_sentence_500,8,HAM TO BE OR NOT TO BE,audio__original,1.453458,1.453458,99.30511474609375,99.30511474609375,0.0
154,single_sentence_500,9,HAM TO BE OR NOT TO BE,audio__original,1.574579,1.594766,0.3690803050994873,0.04164909943938255,20.186999999999955
154,single_sentence_500,10,HAM TO BE OR NOT TO BE,audio__original,1.63514,1.63514,21.97640609741211,21.97640609741211,0.0
154,single_sentence_500,11,HAM TO BE OR NOT TO BE,audio__original,1.675514,1.675514,34.14987564086914,34.14987564086914,0.0
154,single_sentence_500,12,HAM TO BE OR NOT TO BE,audio__original,1.756262,1.736075,36.63856506347656,32.933570861816406,-20.186999999999955
154,single_sentence_500,13,HAM TO BE OR NOT TO BE,audio__original,1.998505,1.9785,0.804815411567688,0.012062717229127884,-20.005000000000052
155,single_sentence_500,0,HE ONLY SHOOK HIS HEAD,audio__original,0.583816,0.503812,117.13886260986328,0.001775394193828106,-80.00399999999996
155,single_sentence_500,1,HE ONLY SHOOK HIS HEAD,audio__original,0.624079,0.684474,201.73089599609375,18.20147705078125,60.394999999999975
155,single_sentence_500,2,HE ONLY SHOOK HIS HEAD,audio__original,0.885789,0.752875,38.28571701049805,0.04114289954304695,-132.9140000000001
155,single_sentence_500,3,HE ONLY SHOOK HIS HEAD,audio__original,1.187763,1.207895,39.81706237792969,13.98672866821289,20.13200000000004
155,single_sentence_500,4,HE ONLY SHOOK HIS HEAD,audio__original,1.288421,1.288421,15.893953323364258,15.893953323364258,0.0
155,single_sentence_500,5,HE ONLY SHOOK HIS HEAD,audio__original,1.469605,1.469605,0.10980019718408585,0.10980019718408585,0.0
155,single_sentence_500,6,HE ONLY SHOOK HIS HEAD,audio__original,1.53,1.53,14.783467292785645,14.783467292785645,0.0
155,single_sentence_500,7,HE ONLY SHOOK HIS HEAD,audio__original,1.630658,1.640724,3.9988837242126465,0.8686298131942749,10.06600000000013
155,single_sentence_500,8,HE ONLY SHOOK HIS HEAD,audio__original,1.711184,1.670921,26.62359619140625,0.495466947555542,-40.262999999999934
155,single_sentence_500,9,HE ONLY SHOOK HIS HEAD,audio__original,2.093684,2.173625,0.004131390247493982,0.00041179731488227844,79.94099999999982
156,single_sentence_500,0,HE WILL BE LIKE MINDED,audio__original,0.40101,0.321,31.667125701904297,0.0032566103618592024,-80.00999999999998
156,single_sentence_500,1,HE WILL BE LIKE MINDED,audio__original,0.441111,0.501263,20.005470275878906,20.552112579345703,60.15200000000004
156,single_sentence_500,2,HE WILL BE LIKE MINDED,audio__original,0.561414,0.551389,10.818499565124512,6.182833671569824,-10.02499999999995
156,single_sentence_500,3,HE WILL BE LIKE MINDED,audio__original,0.721818,0.741869,5.875530242919922,1.148657202720642,20.05100000000004
156,single_sentence_500,4,HE WILL BE LIKE MINDED,audio__original,0.80202,0.78197,32.465858459472656,46.64603042602539,-20.0499999999999
156,single_sentence_500,5,HE WILL BE LIKE MINDED,audio__original,0.842121,0.872197,17.934736251831055,17.70126724243164,30.075999999999993
156,single_sentence_500,6,HE WILL BE LIKE MINDED,audio__original,1.042626,1.012551,100.84337615966797,12.980705261230469,-30.075000000000074
156,single_sentence_500,7,HE WILL BE LIKE MINDED,audio__original,1.223081,1.223081,1.4661903381347656,1.4661903381347656,0.0
156,single_sentence_500,8,HE WILL BE LIKE MINDED,audio__original,1.383485,1.303283,5.500226974487305,2.433511972427368,-80.20200000000011
156,single_sentence_500,9,HE WILL BE LIKE MINDED,audio__original,1.864697,1.944687,0.0012316377833485603,0.0003970015677623451,79.99000000000001
157,single_sentence_500,0,HERE SOME OF YOU GIRLS,audio__original,0.644706,0.564688,8.155441284179688,0.05003952607512474,-80.01800000000003
157,single_sentence_500,1,HERE SOME OF YOU GIRLS,audio__original,0.826029,0.886471,156.69386291503906,9.904462814331055,60.44199999999999
157,single_sentence_500,2,HERE SOME OF YOU GIRLS,audio__original,1.007353,0.987206,98.8388900756836,134.61231994628906,-20.146999999999913
157,single_sentence_500,3,HERE SOME OF YOU GIRLS,audio__original,1.148382,1.148382,3.1764235496520996,3.1764235496520996,0.0
157,single_sentence_500,4,HERE SOME OF YOU GIRLS,audio__original,1.188676,1.188676,2.196010112762451,2.196010112762451,0.0
157,single_sentence_500,5,HERE SOME OF YOU GIRLS,audio__original,1.228971,1.228971,1.8440907001495361,1.8440907001495361,0.0
157,single_sentence_500,6,HERE SOME OF YOU GIRLS,audio__original,1.289412,1.289412,14.87923812866211,14.87923812866211,0.0
157,single_sentence_500,7,HERE SOME OF YOU GIRLS,audio__original,1.37,1.390147,0.35132357478141785,1.2149338722229004,20.146999999999913
157,single_sentence_500,8,HERE SOME OF YOU GIRLS,audio__original,1.450588,1.430441,11.506280899047852,15.218698501586914,-20.146999999999913
157,single_sentence_500,9,HERE SOME OF YOU GIRLS,audio__original,1.793088,1.873063,19.995725631713867,0.5717160701751709,79.97499999999991
158,single_sentence_500,0,HOW ABSURD IS IT GLASS,audio__original,0.261204,0.261204,29.530969619750977,29.530969619750977,0.0
158,single_sentence_500,1,HOW ABSURD IS IT GLASS,audio__original,0.401852,0.482222,1.9672679901123047,2.473719358444214,80.36999999999999
158,single_sentence_500,2,HOW ABSURD IS IT GLASS,audio__original,0.62287,0.5545,0.23870468139648438,0.012851584702730179,-68.37000000000005
158,single_sentence_500,3,HOW ABSURD IS IT GLASS,audio__original,1.285926,1.313937,0.9654350280761719,0.0014129168121144176,28.01100000000001
158,single_sentence_500,4,HOW ABSURD IS IT GLASS,audio__original,1.727963,1.4225,17.607500076293945,0.0014614186948165298,-305.4629999999998
158,single_sentence_500,5,HOW ABSURD IS IT GLASS,audio__original,1.808333,1.81838,25.274749755859375,21.646474838256836,10.04700000000014
158,single_sentence_500,6,HOW ABSURD IS IT GLASS,audio__original,1.888704,1.888704,10.555590629577637,10.555590629577637,0.0
158,single_sentence_500,7,HOW ABSURD IS IT GLASS,audio__original,1.948981,1.948981,0.0014401123626157641,0.0014401123626157641,0.0
158,single_sentence_500,8,HOW ABSURD IS IT GLASS,audio__original,2.109722,1.989167,11.67849063873291,0.003334389068186283,-120.55500000000019
158,single_sentence_500,9,HOW ABSURD IS IT GLASS,audio__original,2.612037,2.612037,2.6773054599761963,2.6773054599761963,0.0
159,single_sentence_500,0,I AM WICKED I SEE THAT,audio__original,0.621123,0.541063,96.59104919433594,0.00308295339345932,-80.06000000000002
159,single_sentence_500,1,I AM WICKED I SEE THAT,audio__original,0.641159,0.671214,62.92694854736328,156.29873657226562,30.054999999999943
159,single_sentence_500,2,I AM WICKED I SEE THAT,audio__original,0.781413,0.781413,68.8720932006836,68.8720932006836,0.0
159,single_sentence_500,3,I AM WICKED I SEE THAT,audio__original,0.841522,0.85154,11.969072341918945,3.8342528343200684,10.017999999999972
159,single_sentence_500,4,I AM WICKED I SEE THAT,audio__original,0.961739,0.921667,62.22808837890625,24.227279663085938,-40.071999999999996
159,single_sentence_500,5,I AM WICKED I SEE THAT,audio__original,1.302355,1.322391,3.901977062225342,3.0608437061309814,20.036000000000165
159,single_sentence_500,6,I AM WICKED I SEE THAT,audio__original,1.642971,1.522687,81.47482299804688,0.0007134501938708127,-120.28400000000006
159,single_sentence_500,7,I AM WICKED I SEE THAT,audio__original,1.683043,1.759,63.62110900878906,7.644390106201172,75.95699999999982
159,single_sentence_500,8,I AM WICKED I SEE THAT,audio__original,1.963551,1.823297,76.24830627441406,38.972145080566406,-140.2540000000001
159,single_sentence_500,9,I AM WICKED I SEE THAT,audio__original,2.103804,2.163913,185.1438446044922,10.774638175964355,60.109000000000194
159,single_sentence_500,10,I AM WICKED I SEE THAT,audio__original,2.264094,2.203986,30.102041244506836,2.228276252746582,-60.10800000000005
159,single_sentence_500,11,I AM WICKED I SEE THAT,audio__original,2.664819,2.676813,0.0013733637752011418,0.0019230407197028399,11.99400000000006
160,single_sentence_500,0,I NEVER HAD ANY FAMILY,audio__original,0.623394,0.543375,101.1625747680664,0.026873193681240082,-80.01899999999995
160,single_sentence_500,1,I NEVER HAD ANY FAMILY,audio__original,0.643504,0.723942,40.03664016723633,1.7077610492706299,80.43800000000002
160,single_sentence_500,2,I NEVER HAD ANY FAMILY,audio__original,0.80438,0.78427,26.719341278076172,0.33928197622299194,-20.10999999999996
160,single_sentence_500,3,I NEVER HAD ANY FAMILY,audio__original,1.045693,1.085912,21.167102813720703,31.93828773498535,40.21900000000001
160,single_sentence_500,4,I NEVER HAD ANY FAMILY,audio__original,1.18646,1.16635,37.07686233520508,11.875725746154785,-20.11000000000007
160,single_sentence_500,5,I NEVER HAD ANY FAMILY,audio__original,1.407664,1.411687,9.277741432189941,5.285008430480957,4.022999999999888
160,single_sentence_500,6,I NEVER HAD ANY FAMILY,audio__original,1.508212,1.508212,13.969335556030273,13.969335556030273,0.0
160,single_sentence_500,7,I NEVER HAD ANY FAMILY,audio__original,1.669088,1.709307,3.45037579536438,2.1594276428222656,40.21900000000001
160,single_sentence_500,8,I NEVER HAD ANY FAMILY,audio__original,1.850073,1.769635,11.9067964553833,0.36710125207901,-80.43800000000002
160,single_sentence_500,9,I NEVER HAD ANY FAMILY,audio__original,2.252263,2.33225,2.4674763679504395,3.795489549636841,79.98700000000002
161,single_sentence_500,0,IN CONSEQUENCE OF THIS,audio__original,0.42236,0.342313,26.49237060546875,0.002736802212893963,-80.04700000000004
161,single_sentence_500,1,IN CONSEQUENCE OF THIS,audio__original,0.482697,0.522921,9.755510330200195,2.991041421890259,40.22399999999998
161,single_sentence_500,2,IN CONSEQUENCE OF THIS,audio__original,0.623483,0.551063,5.760791301727295,0.053591787815093994,-72.42000000000004
161,single_sentence_500,3,IN CONSEQUENCE OF THIS,audio__original,1.186629,1.186629,256.4124450683594,256.4124450683594,0.0
161,single_sentence_500,4,IN CONSEQUENCE OF THIS,audio__original,1.246966,1.246966,20.029712677001953,20.029712677001953,0.0
161,single_sentence_500,5,IN CONSEQUENCE OF THIS,audio__original,1.307303,1.307303,0.5346502661705017,0.5346502661705017,0.0
161,single_sentence_500,6,IN CONSEQUENCE OF THIS,audio__original,1.387753,1.36764,15.441766738891602,16.563661575317383,-20.11300000000005
161,single_sentence_500,7,IN CONSEQUENCE OF THIS,audio__original,1.548652,1.628625,78.12623596191406,0.13531893491744995,79.97300000000007
162,single_sentence_500,0,IN THE LINES FOLLOWING,audio__original,0.565545,0.4855,1.2408790588378906,0.0686969980597496,-80.04499999999997
162,single_sentence_500,1,IN THE LINES FOLLOWING,audio__original,0.605941,0.605941,28.273740768432617,28.273740768432617,0.0
162,single_sentence_500,2,IN THE LINES FOLLOWING,audio__original,0.686733,0.686733,50.04912185668945,50.04912185668945,0.0
162,single_sentence_500,3,IN THE LINES FOLLOWING,audio__original,0.747327,0.747327,20.623334884643555,20.623334884643555,0.0
162,single_sentence_500,4,IN THE LINES FOLLOWING,audio__original,0.828119,0.807921,236.06387329101562,77.70439910888672,-20.19800000000005
162,single_sentence_500,5,IN THE LINES FOLLOWING,audio__original,1.050297,1.070495,5.307321071624756,5.32537317276001,20.197999999999936
162,single_sentence_500,6,IN THE LINES FOLLOWING,audio__original,1.191683,1.130875,221.41778564453125,1.5036646127700806,-60.80799999999997
162,single_sentence_500,7,IN THE LINES FOLLOWING,audio__original,1.777426,1.821375,0.4773041903972626,0.609153687953949,43.94900000000001
163,single_sentence_500,0,IN VAIN IF NONE REGARD,audio__original,0.381712,0.321688,31.777292251586914,0.6342124938964844,-60.02400000000002
163,single_sentence_500,1,IN VAIN IF NONE REGARD,audio__original,0.462072,0.482162,1.2958446741104126,13.558270454406738,20.089999999999996
163,single_sentence_500,2,IN VAIN IF NONE REGARD,audio__original,0.642883,0.582438,104.17469787597656,2.481510877609253,-60.44499999999997
163,single_sentence_500,3,IN VAIN IF NONE REGARD,audio__original,0.843784,0.863874,80.0262451171875,34.2803840637207,20.090000000000053
163,single_sentence_500,4,IN VAIN IF NONE REGARD,audio__original,0.944234,0.944234,81.28634643554688,81.28634643554688,0.0
163,single_sentence_500,5,IN VAIN IF NONE REGARD,audio__original,1.024595,1.044625,0.5044201016426086,0.7762742042541504,20.029999999999994
163,single_sentence_500,6,IN VAIN IF NONE REGARD,audio__original,1.145135,1.084865,49.362693786621094,4.026459693908691,-60.270000000000046
163,single_sentence_500,7,IN VAIN IF NONE REGARD,audio__original,1.285766,1.295811,8.77804183959961,4.20831823348999,10.045000000000082
163,single_sentence_500,8,IN VAIN IF NONE REGARD,audio__original,1.366126,1.346036,54.62795639038086,43.45516586303711,-20.08999999999994
163,single_sentence_500,9,IN VAIN IF NONE REGARD,audio__original,1.767928,1.847875,2.9441897869110107,0.35803428292274475,79.94699999999999
164,single_sentence_500,0,IT MUST BE FASCINATING,audio__original,0.565333,0.485312,12.116891860961914,0.01133623719215393,-80.02099999999996
164,single_sentence_500,1,IT MUST BE FASCINATING,audio__original,0.625905,0.636,0.4168125092983246,0.7296255230903625,10.094999999999965
164,single_sentence_500,2,IT MUST BE FASCINATING,audio__original,0.706667,0.686476,13.376740455627441,4.512834548950195,-20.19100000000007
164,single_sentence_500,3,IT MUST BE FASCINATING,audio__original,0.86819,0.888381,1.0162608623504639,0.008886429481208324,20.19099999999996
164,single_sentence_500,4,IT MUST BE FASCINATING,audio__original,0.928762,0.908571,15.573512077331543,0.03079645335674286,-20.19099999999996
164,single_sentence_500,5,IT MUST BE FASCINATING,audio__original,0.989333,1.029714,9.394652366638184,0.06220002472400665,40.381
164,single_sentence_500,6,IT MUST BE FASCINATING,audio__original,1.110476,1.070095,73.22480773925781,0.17764034867286682,-40.381
164,single_sentence_500,7,IT MUST BE FASCINATING,audio__original,1.696,1.752,0.06842809170484543,0.007817791774868965,56.00000000000005
165,single_sentence_500,0,IT WAS WILD YET SO LOW,audio__original,0.602069,0.546063,22.33867073059082,0.010238398797810078,-56.006
165,single_sentence_500,1,IT WAS WILD YET SO LOW,audio__original,0.702414,0.702414,0.2643984854221344,0.2643984854221344,0.0
165,single_sentence_500,2,IT WAS WILD YET SO LOW,audio__original,0.822828,0.794687,85.5343246459961,0.01644597202539444,-28.14099999999997
165,single_sentence_500,3,IT WAS WILD YET SO LOW,audio__original,0.96331,0.96331,3.6320672035217285,3.6320672035217285,0.0
165,single_sentence_500,4,IT WAS WILD YET SO LOW,audio__original,1.164,1.043586,0.7404937744140625,0.07301937788724899,-120.41400000000002
165,single_sentence_500,5,IT WAS WILD YET SO LOW,audio__original,1.485103,1.54531,1.1292290687561035,0.39175310730934143,60.2069999999999
165,single_sentence_500,6,IT WAS WILD YET SO LOW,audio__original,1.986828,1.861625,3.6452414989471436,0.0019903434440493584,-125.20299999999995
165,single_sentence_500,7,IT WAS WILD YET SO LOW,audio__original,2.12731,2.137345,0.02961490862071514,0.07202255725860596,10.034999999999794
165,single_sentence_500,8,IT WAS WILD YET SO LOW,audio__original,2.267793,2.187517,1.052968144416809,0.266695111989975,-80.27600000000001
165,single_sentence_500,9,IT WAS WILD YET SO LOW,audio__original,2.368138,2.448414,5.420742511749268,0.8498695492744446,80.27600000000001
165,single_sentence_500,10,IT WAS WILD YET SO LOW,audio__original,2.52869,2.508621,9.722183227539062,5.9455790519714355,-20.068999999999892
165,single_sentence_500,11,IT WAS WILD YET SO LOW,audio__original,2.70931,2.78925,1.4805643558502197,1.7305591106414795,79.94000000000013
166,single_sentence_500,0,KNOW THOU O MY BROTHER,audio__original,0.60124,0.521188,45.59614944458008,0.020883709192276,-80.052
166,single_sentence_500,1,KNOW THOU O MY BROTHER,audio__original,0.781612,0.841736,121.68433380126953,80.98766326904297,60.124000000000066
166,single_sentence_500,2,KNOW THOU O MY BROTHER,audio__original,0.921901,0.881818,228.15122985839844,33.0571174621582,-40.08299999999998
166,single_sentence_500,3,KNOW THOU O MY BROTHER,audio__original,1.122314,1.282645,201.44992065429688,112.78707122802734,160.331
166,single_sentence_500,4,KNOW THOU O MY BROTHER,audio__original,1.442975,1.37075,71.4758529663086,0.023418093100190163,-72.22499999999998
166,single_sentence_500,5,KNOW THOU O MY BROTHER,audio__original,1.463017,1.503099,188.88894653320312,125.57420349121094,40.08199999999995
166,single_sentence_500,6,KNOW THOU O MY BROTHER,audio__original,1.623347,1.593285,151.3668670654297,272.48388671875,-30.062000000000033
